#I=0,100,0.001; plot data from tapis.vsm @ Mon Oct 23 14:49:08 2017
5.20731,0
5.14516,0
5.14237,0
5.14557,0
5.1464,0
5.11962,0
5.13221,0
5.16661,0
5.13193,0
5.17386,0
5.12783,0
5.21385,0
5.18198,0
5.18551,0
5.20277,0
5.15413,0
5.20967,0
5.181,0
5.20448,0
5.18439,0
5.14437,0
5.19681,0
5.19878,0
5.16876,0
5.18687,0
5.11765,0
5.12155,0
5.14299,0
5.18714,0
5.20956,0
5.21378,0
5.1566,0
5.15323,0
5.1747,0
5.15903,0
5.12378,0
5.20622,0
5.14593,0
5.21061,0
5.18335,0
5.17637,0
5.21133,0
5.13184,0
5.12291,0
5.13341,0
5.1866,0
5.15793,0
5.12955,0
5.19688,0
5.12277,0
5.14596,0
5.14355,0
5.20268,0
5.16366,0
5.21117,0
5.13923,0
5.14956,0
5.12421,0
5.1758,0
5.19742,0
5.15186,0
5.14077,0
5.15848,0
5.16541,0
5.17472,0
5.12349,0
5.15208,0
5.17237,0
5.19084,0
5.17886,0
5.16913,0
5.134,0
5.12721,0
5.20872,0
5.1165,0
5.12397,0
5.2065,0
5.17254,0
5.16094,0
5.13703,0
5.15042,0
5.15754,0
5.19869,0
5.18957,0
5.21005,0
5.2073,0
5.13126,0
5.11208,0
5.13983,0
5.2029,0
5.13394,0
5.19514,0
5.18811,0
5.19251,0
5.18069,0
5.15122,0
5.15431,0
5.13979,0
5.11373,0
5.12033,0
5.13956,0
5.15263,0
5.1351,0
5.11296,0
5.18298,0
5.16738,0
5.13328,0
5.1848,0
5.20762,0
5.20466,0
5.13536,0
5.14144,0
5.19311,0
5.18172,0
5.17611,0
5.18132,0
5.15837,0
5.1804,0
5.12318,0
5.11821,0
5.17369,0
5.1838,0
5.20486,0
5.20566,0
5.12336,0
5.13673,0
5.13591,0
5.16058,0
5.20434,0
5.1708,0
5.15383,0
5.2048,0
5.15216,0
5.13735,0
5.13927,0
5.16788,0
5.17131,0
5.15312,0
5.10554,0
5.14166,0
5.10814,0
5.12991,0
5.16558,0
5.18946,0
5.12808,0
5.20126,0
5.17941,0
5.12393,0
5.15263,0
5.14952,0
5.1788,0
5.14993,0
5.12736,0
5.17649,0
5.17743,0
5.15247,0
5.1508,0
5.17798,0
5.11963,0
5.14347,0
5.10786,0
5.16684,0
5.17804,0
5.1875,0
5.12786,0
5.1384,0
5.18296,0
5.17937,0
5.16894,0
5.13768,0
5.15797,0
5.16604,0
5.13466,0
5.18371,0
5.16984,0
5.10794,0
5.17189,0
5.17277,0
5.12972,0
5.19567,0
5.18242,0
5.15408,0
5.18295,0
5.13807,0
5.15694,0
5.19883,0
5.1798,0
5.11944,0
5.10818,0
5.12262,0
5.1603,0
5.17706,0
5.19352,0
5.17954,0
5.19904,0
5.16872,0
5.13057,0
5.1699,0
5.17909,0
5.17038,0
5.18717,0
5.10833,0
5.18924,0
5.14218,0
5.19537,0
5.13208,0
5.16171,0
5.16841,0
5.19127,0
5.15367,0
5.17929,0
5.18824,0
5.13165,0
5.1086,0
5.1257,0
5.15532,0
5.13276,0
5.18493,0
5.11025,0
5.155,0
5.10564,0
5.13362,0
5.16025,0
5.11977,0
5.14196,0
5.10976,0
5.16594,0
5.10383,0
5.11258,0
5.16426,0
5.10867,0
5.18037,0
5.11219,0
5.16445,0
5.10606,0
5.14378,0
5.18628,0
5.15958,0
5.15725,0
5.10233,0
5.11302,0
5.11328,0
5.11826,0
5.17913,0
5.10144,0
5.12045,0
5.16584,0
5.13349,0
5.12458,0
5.15211,0
5.14472,0
5.10624,0
5.12531,0
5.16535,0
5.13494,0
5.11785,0
5.16343,0
5.11328,0
5.15919,0
5.15711,0
5.10121,0
5.13709,0
5.11095,0
5.1385,0
5.1415,0
5.1497,0
5.19022,0
5.09838,0
5.12768,0
5.19045,0
5.16077,0
5.14231,0
5.18531,0
5.09798,0
5.19235,0
5.09345,0
5.11548,0
5.15695,0
5.14463,0
5.17361,0
5.13388,0
5.1183,0
5.09705,0
5.16204,0
5.12144,0
5.10539,0
5.15368,0
5.13393,0
5.1508,0
5.09314,0
5.17721,0
5.14995,0
5.13701,0
5.14246,0
5.11991,0
5.13029,0
5.14019,0
5.13012,0
5.1393,0
5.13332,0
5.18382,0
5.10447,0
5.18123,0
5.09162,0
5.11993,0
5.1291,0
5.09555,0
5.16567,0
5.1292,0
5.10021,0
5.12056,0
5.13638,0
5.15902,0
5.15619,0
5.09892,0
5.16394,0
5.15342,0
5.13248,0
5.16144,0
5.1218,0
5.16909,0
5.12824,0
5.16578,0
5.1314,0
5.11915,0
5.1401,0
5.10226,0
5.14757,0
5.10348,0
5.13297,0
5.15507,0
5.13043,0
5.12997,0
5.18403,0
5.14372,0
5.14588,0
5.16315,0
5.08939,0
5.09144,0
5.08985,0
5.0955,0
5.18353,0
5.11491,0
5.16401,0
5.17598,0
5.10291,0
5.1016,0
5.14116,0
5.16812,0
5.12588,0
5.1297,0
5.16291,0
5.14021,0
5.16404,0
5.15421,0
5.09116,0
5.18433,0
5.13203,0
5.11482,0
5.09375,0
5.08919,0
5.17059,0
5.14141,0
5.09496,0
5.10012,0
5.15092,0
5.17162,0
5.16902,0
5.09325,0
5.13472,0
5.09639,0
5.09576,0
5.10093,0
5.13466,0
5.13062,0
5.14133,0
5.13949,0
5.08954,0
5.12252,0
5.15625,0
5.09848,0
5.08582,0
5.17017,0
5.16222,0
5.10001,0
5.14717,0
5.10785,0
5.15077,0
5.11466,0
5.1677,0
5.14402,0
5.14385,0
5.11846,0
5.12567,0
5.10667,0
5.14227,0
5.18061,0
5.17127,0
5.14531,0
5.09331,0
5.08256,0
5.0971,0
5.11942,0
5.08516,0
5.14373,0
5.08766,0
5.17845,0
5.17068,0
5.10875,0
5.17578,0
5.1212,0
5.14755,0
5.09121,0
5.10601,0
5.11345,0
