; plot data from Diagram1 @ Wed Oct 04 09:53:55 2017
0.1,,9999.78
0.100926,,9999.77
0.101861,,9999.77
0.102804,,9999.77
0.103757,,9999.76
0.104718,,9999.76
0.105688,,9999.75
0.106666,,9999.75
0.107654,,9999.74
0.108652,,9999.74
0.109658,,9999.73
0.110674,,9999.73
0.111699,,9999.72
0.112733,,9999.72
0.113777,,9999.71
0.114831,,9999.71
0.115895,,9999.7
0.116968,,9999.7
0.118052,,9999.69
0.119145,,9999.69
0.120249,,9999.68
0.121362,,9999.67
0.122486,,9999.67
0.123621,,9999.66
0.124766,,9999.65
0.125922,,9999.65
0.127088,,9999.64
0.128265,,9999.64
0.129453,,9999.63
0.130652,,9999.62
0.131862,,9999.61
0.133083,,9999.61
0.134316,,9999.6
0.13556,,9999.59
0.136816,,9999.58
0.138083,,9999.58
0.139362,,9999.57
0.140653,,9999.56
0.141955,,9999.55
0.14327,,9999.54
0.144597,,9999.54
0.145937,,9999.53
0.147288,,9999.52
0.148652,,9999.51
0.150029,,9999.5
0.151419,,9999.49
0.152821,,9999.48
0.154237,,9999.47
0.155665,,9999.46
0.157107,,9999.45
0.158562,,9999.44
0.160031,,9999.43
0.161513,,9999.42
0.163009,,9999.41
0.164519,,9999.4
0.166043,,9999.39
0.167581,,9999.38
0.169133,,9999.37
0.170699,,9999.35
0.172281,,9999.34
0.173876,,9999.33
0.175487,,9999.32
0.177112,,9999.3
0.178753,,9999.29
0.180408,,9999.28
0.182079,,9999.26
0.183766,,9999.25
0.185468,,9999.24
0.187186,,9999.22
0.188919,,9999.21
0.190669,,9999.19
0.192435,,9999.18
0.194217,,9999.16
0.196016,,9999.15
0.197832,,9999.13
0.199664,,9999.12
0.201514,,9999.1
0.20338,,9999.08
0.205264,,9999.07
0.207165,,9999.05
0.209084,,9999.03
0.21102,,9999.01
0.212975,,9998.99
0.214947,,9998.98
0.216938,,9998.96
0.218948,,9998.94
0.220976,,9998.92
0.223022,,9998.9
0.225088,,9998.88
0.227173,,9998.86
0.229277,,9998.83
0.231401,,9998.81
0.233544,,9998.79
0.235707,,9998.77
0.23789,,9998.75
0.240093,,9998.72
0.242317,,9998.7
0.244562,,9998.67
0.246827,,9998.65
0.249113,,9998.62
0.25142,,9998.6
0.253749,,9998.57
0.256099,,9998.55
0.258471,,9998.52
0.260865,,9998.49
0.263282,,9998.46
0.26572,,9998.43
0.268181,,9998.41
0.270665,,9998.38
0.273172,,9998.35
0.275702,,9998.31
0.278256,,9998.28
0.280833,,9998.25
0.283434,,9998.22
0.28606,,9998.19
0.288709,,9998.15
0.291383,,9998.12
0.294082,,9998.08
0.296806,,9998.05
0.299555,,9998.01
0.302329,,9997.97
0.30513,,9997.94
0.307956,,9997.9
0.310808,,9997.86
0.313687,,9997.82
0.316592,,9997.78
0.319525,,9997.74
0.322484,,9997.69
0.325471,,9997.65
0.328486,,9997.61
0.331528,,9997.56
0.334599,,9997.52
0.337698,,9997.47
0.340826,,9997.42
0.343983,,9997.38
0.347169,,9997.33
0.350384,,9997.28
0.35363,,9997.23
0.356905,,9997.18
0.360211,,9997.12
0.363547,,9997.07
0.366914,,9997.02
0.370313,,9996.96
0.373743,,9996.9
0.377204,,9996.85
0.380698,,9996.79
0.384224,,9996.73
0.387783,,9996.67
0.391375,,9996.6
0.395,,9996.54
0.398658,,9996.48
0.402351,,9996.41
0.406077,,9996.34
0.409838,,9996.28
0.413634,,9996.21
0.417466,,9996.14
0.421332,,9996.07
0.425235,,9995.99
0.429173,,9995.92
0.433148,,9995.84
0.43716,,9995.76
0.441209,,9995.69
0.445296,,9995.61
0.44942,,9995.52
0.453583,,9995.44
0.457784,,9995.36
0.462024,,9995.27
0.466303,,9995.18
0.470622,,9995.09
0.474981,,9995
0.479381,,9994.91
0.483821,,9994.81
0.488302,,9994.72
0.492825,,9994.62
0.49739,,9994.52
0.501997,,9994.42
0.506646,,9994.31
0.511339,,9994.21
0.516075,,9994.1
0.520855,,9993.99
0.525679,,9993.88
0.530548,,9993.76
0.535462,,9993.65
0.540422,,9993.53
0.545427,,9993.41
0.550479,,9993.29
0.555578,,9993.16
0.560723,,9993.03
0.565917,,9992.9
0.571159,,9992.77
0.576449,,9992.64
0.581788,,9992.5
0.587177,,9992.36
0.592615,,9992.22
0.598104,,9992.08
0.603644,,9991.93
0.609235,,9991.78
0.614878,,9991.63
0.620573,,9991.47
0.626321,,9991.31
0.632122,,9991.15
0.637977,,9990.99
0.643886,,9990.82
0.64985,,9990.65
0.655869,,9990.47
0.661943,,9990.3
0.668074,,9990.12
0.674262,,9989.93
0.680507,,9989.74
0.68681,,9989.55
0.693172,,9989.36
0.699592,,9989.16
0.706072,,9988.96
0.712612,,9988.76
0.719212,,9988.55
0.725873,,9988.33
0.732597,,9988.12
0.739382,,9987.9
0.74623,,9987.67
0.753142,,9987.44
0.760118,,9987.21
0.767158,,9986.97
0.774264,,9986.73
0.781435,,9986.48
0.788673,,9986.23
0.795978,,9985.98
0.80335,,9985.72
0.810791,,9985.45
0.818301,,9985.18
0.82588,,9984.91
0.833529,,9984.63
0.84125,,9984.34
0.849042,,9984.05
0.856906,,9983.75
0.864842,,9983.45
0.872853,,9983.15
0.880937,,9982.83
0.889097,,9982.51
0.897332,,9982.19
0.905643,,9981.86
0.914031,,9981.52
0.922497,,9981.18
0.931041,,9980.83
0.939665,,9980.47
0.948368,,9980.11
0.957152,,9979.74
0.966017,,9979.37
0.974965,,9978.98
0.983995,,9978.59
0.993109,,9978.2
1.00231,,9977.79
1.01159,,9977.38
1.02096,,9976.96
1.03042,,9976.53
1.03996,,9976.1
1.04959,,9975.66
1.05931,,9975.2
1.06913,,9974.74
1.07903,,9974.28
1.08902,,9973.8
1.09911,,9973.31
1.10929,,9972.82
1.11956,,9972.32
1.12993,,9971.8
1.1404,,9971.28
1.15096,,9970.75
1.16162,,9970.21
1.17238,,9969.65
1.18324,,9969.09
1.1942,,9968.52
1.20526,,9967.94
1.21642,,9967.34
1.22769,,9966.74
1.23906,,9966.12
1.25054,,9965.49
1.26212,,9964.86
1.27381,,9964.21
1.28561,,9963.54
1.29752,,9962.87
1.30954,,9962.18
1.32166,,9961.48
1.33391,,9960.77
1.34626,,9960.04
1.35873,,9959.3
1.37131,,9958.55
1.38402,,9957.78
1.39684,,9957
1.40977,,9956.21
1.42283,,9955.4
1.43601,,9954.58
1.44931,,9953.74
1.46273,,9952.88
1.47628,,9952.01
1.48996,,9951.12
1.50376,,9950.22
1.51768,,9949.3
1.53174,,9948.37
1.54593,,9947.41
1.56025,,9946.44
1.5747,,9945.45
1.58928,,9944.45
1.604,,9943.42
1.61886,,9942.38
1.63385,,9941.31
1.64899,,9940.23
1.66426,,9939.13
1.67967,,9938.01
1.69523,,9936.86
1.71093,,9935.7
1.72678,,9934.52
1.74277,,9933.31
1.75892,,9932.08
1.77521,,9930.83
1.79165,,9929.56
1.80824,,9928.26
1.82499,,9926.94
1.8419,,9925.59
1.85896,,9924.23
1.87617,,9922.83
1.89355,,9921.41
1.91109,,9919.97
1.92879,,9918.5
1.94666,,9917
1.96469,,9915.47
1.98288,,9913.92
2.00125,,9912.34
2.01979,,9910.73
2.03849,,9909.09
2.05737,,9907.42
2.07643,,9905.72
2.09566,,9903.99
2.11507,,9902.23
2.13466,,9900.44
2.15443,,9898.62
2.17439,,9896.76
2.19453,,9894.87
2.21486,,9892.94
2.23537,,9890.98
2.25607,,9888.99
2.27697,,9886.96
2.29806,,9884.89
2.31935,,9882.78
2.34083,,9880.64
2.36251,,9878.46
2.38439,,9876.24
2.40648,,9873.98
2.42876,,9871.68
2.45126,,9869.34
2.47396,,9866.96
2.49688,,9864.53
2.52,,9862.06
2.54335,,9859.55
2.5669,,9856.99
2.59068,,9854.39
2.61467,,9851.74
2.63889,,9849.04
2.66333,,9846.29
2.688,,9843.5
2.7129,,9840.66
2.73803,,9837.76
2.76339,,9834.82
2.78898,,9831.82
2.81481,,9828.77
2.84088,,9825.67
2.8672,,9822.51
2.89375,,9819.3
2.92056,,9816.03
2.94761,,9812.7
2.97491,,9809.31
3.00246,,9805.86
3.03027,,9802.36
3.05834,,9798.79
3.08666,,9795.16
3.11525,,9791.47
3.14411,,9787.71
3.17323,,9783.88
3.20262,,9779.99
3.23228,,9776.04
3.26222,,9772.01
3.29244,,9767.91
3.32293,,9763.75
3.35371,,9759.51
3.38477,,9755.19
3.41612,,9750.81
3.44776,,9746.35
3.4797,,9741.81
3.51193,,9737.19
3.54446,,9732.49
3.57729,,9727.72
3.61042,,9722.86
3.64386,,9717.92
3.67761,,9712.89
3.71167,,9707.78
3.74605,,9702.58
3.78075,,9697.29
3.81576,,9691.92
3.85111,,9686.45
3.88678,,9680.89
3.92278,,9675.24
3.95911,,9669.49
3.99578,,9663.65
4.03279,,9657.71
4.07014,,9651.67
4.10784,,9645.52
4.14589,,9639.28
4.18429,,9632.93
4.22304,,9626.48
4.26216,,9619.92
4.30164,,9613.25
4.34148,,9606.47
4.38169,,9599.58
4.42227,,9592.58
4.46323,,9585.46
4.50457,,9578.23
4.5463,,9570.88
4.5884,,9563.41
4.6309,,9555.82
4.6738,,9548.1
4.71708,,9540.26
4.76078,,9532.3
4.80487,,9524.21
4.84937,,9515.98
4.89429,,9507.63
4.93962,,9499.14
4.98537,,9490.52
5.03155,,9481.77
5.07815,,9472.87
5.12519,,9463.84
5.17266,,9454.66
5.22057,,9445.34
5.26892,,9435.88
5.31772,,9426.26
5.36698,,9416.5
5.41669,,9406.59
5.46686,,9396.53
5.51749,,9386.31
5.5686,,9375.94
5.62017,,9365.4
5.67223,,9354.71
5.72477,,9343.86
5.77779,,9332.84
5.83131,,9321.66
5.88532,,9310.32
5.93983,,9298.8
5.99484,,9287.11
6.05037,,9275.25
6.10641,,9263.22
6.16297,,9251.01
6.22005,,9238.62
6.27766,,9226.06
6.3358,,9213.31
6.39449,,9200.38
6.45372,,9187.26
6.51349,,9173.96
6.57382,,9160.47
6.63471,,9146.79
6.69616,,9132.92
6.75818,,9118.85
6.82078,,9104.59
6.88395,,9090.13
6.94771,,9075.48
7.01206,,9060.62
7.07701,,9045.56
7.14256,,9030.3
7.20872,,9014.83
7.27548,,8999.16
7.34287,,8983.28
7.41088,,8967.19
7.47952,,8950.89
7.5488,,8934.37
7.61872,,8917.65
7.68928,,8900.71
7.7605,,8883.55
7.83238,,8866.17
7.90493,,8848.58
7.97814,,8830.76
8.05204,,8812.72
8.12662,,8794.46
8.20189,,8775.98
8.27786,,8757.27
8.35453,,8738.34
8.43191,,8719.18
8.51001,,8699.79
8.58883,,8680.18
8.66838,,8660.33
8.74867,,8640.26
8.8297,,8619.95
8.91148,,8599.41
8.99402,,8578.64
9.07733,,8557.64
9.1614,,8536.41
9.24626,,8514.94
9.3319,,8493.24
9.41833,,8471.3
9.50557,,8449.13
9.59361,,8426.72
9.68247,,8404.08
9.77215,,8381.21
9.86266,,8358.1
9.95401,,8334.76
10.0462,,8311.18
10.1393,,8287.36
10.2332,,8263.32
10.3279,,8239.04
10.4236,,8214.52
10.5202,,8189.78
10.6176,,8164.8
10.7159,,8139.59
10.8152,,8114.15
10.9154,,8088.48
11.0165,,8062.58
11.1185,,8036.45
11.2215,,8010.1
11.3254,,7983.52
11.4303,,7956.72
11.5362,,7929.69
11.643,,7902.44
11.7509,,7874.97
11.8597,,7847.29
11.9696,,7819.38
12.0804,,7791.26
12.1923,,7762.93
12.3052,,7734.38
12.4192,,7705.63
12.5342,,7676.66
12.6503,,7647.49
12.7675,,7618.12
12.8858,,7588.55
13.0051,,7558.77
13.1256,,7528.8
13.2471,,7498.64
13.3698,,7468.28
13.4937,,7437.74
13.6187,,7407.01
13.7448,,7376.09
13.8721,,7345
14.0006,,7313.72
14.1303,,7282.28
14.2611,,7250.66
14.3932,,7218.87
14.5265,,7186.91
14.6611,,7154.8
14.7969,,7122.52
14.9339,,7090.09
15.0723,,7057.51
15.2119,,7024.78
15.3528,,6991.9
15.495,,6958.88
15.6385,,6925.72
15.7833,,6892.43
15.9295,,6859.01
16.077,,6825.46
16.226,,6791.79
16.3762,,6758
16.5279,,6724.09
16.681,,6690.07
